Ind;Cuenca;Nombre Estación;Provincia;x (Uso 30);y (Uso 30);Ene;Feb;Mar;Abr;May;Jun;Jul;Ago;Sep;Oct;Nov;Dic
9262O;Ebro;MONREAL;NAVARRA;622192;4729251;69.8;58.2;59.2;82.7;63.4;48.6;37.1;31.9;54.0;79.9;91.0;83.6
9263D;Ebro;PAMPLONA/NOAIN;NAVARRA;610434;4736929;59.5;49.8;52.5;75.1;60.4;46.1;32.9;38.0;43.8;68.1;75.0;72.1
9263I;Ebro;ILUNDAIN;NAVARRA;620048;4736998;72.4;64.3;62.6;92.9;74.3;53.9;41.0;42.0;55.8;78.8;92.4;84.4
9266I;Ebro;OTAZU;NAVARRA;598791;4739337;75.9;63.1;62.0;80.1;61.8;51.2;36.3;33.7;47.9;74.7;85.0;83.2
9269;Ebro;ALSASUA;NAVARRA;566824;4748887;135.4;113.9;112.5;120.5;100.2;63.4;39.9;46.2;67.6;109.9;152.2;150.1
9274U;Ebro;IRURZUN;NAVARRA;595495;4752527;137.2;114.6;112.7;121.0;90.7;57.5;37.6;47.2;67.2;106.9;144.7;151.7
9275A;Ebro;AZANZA;NAVARRA;593342;4742408;95.7;81.0;79.3;99.6;83.0;54.0;39.2;40.2;54.9;98.6;112.0;111.4
9275B;Ebro;GOÑI;NAVARRA;589606;4745073;151.3;126.3;128.4;149.7;110.5;60.2;42.3;45.9;76.3;137.4;184.5;183.5
9276;Ebro;PUENTE LA REINA;NAVARRA;596874;4725333;44.6;41.2;43.2;62.1;52.1;44.5;29.9;30.1;35.6;58.2;58.6;56.7
9279;Ebro;ALLOZ (EMBALSE);NAVARRA;586299;4728155;55.1;49.1;50.0;65.4;66.3;48.8;30.7;31.1;41.3;67.7;73.2;66.4
9280E;Ebro;MIRANDA DE ARGA;NAVARRA;596345;4704346;28.8;25.9;31.4;51.6;48.0;36.4;23.2;22.6;38.4;43.5;43.0;38.1
9281;Ebro;FALCES;NAVARRA;599253;4694175;30.1;25.5;32.1;54.0;48.0;35.1;22.5;22.5;34.5;46.0;43.6;38.1
9283;Ebro;CADREITA;NAVARRA;606445;4673796;24.3;23.1;21.6;46.4;43.8;31.9;15.9;19.5;31.6;40.1;35.5;29.9
9287F;Ebro;CORNAGO;LA RIOJA;574853;4657564;30.6;25.8;24.8;53.7;61.6;47.1;26.0;25.9;28.6;40.3;39.3;35.6
9290;Ebro;FITERO;NAVARRA;594537;4656998;22.2;20.0;20.4;42.1;48.3;31.2;19.7;21.1;27.1;34.8;30.0;25.0
9292;Ebro;CORELLA;NAVARRA;600930;4663349;22.9;21.5;21.6;44.1;50.7;28.2;17.6;20.7;28.0;35.8;31.3;29.2
9293;Ebro;ALFARO 'ESCUELAS';LA RIOJA;603208;4670879;19.1;19.1;17.8;42.0;40.1;29.1;16.3;17.9;27.9;36.1;29.2;25.6
9301;Ebro;MONTEAGUDO;NAVARRA;608519;4646247;21.5;17.9;17.9;42.4;49.4;29.1;21.2;21.3;33.1;31.5;29.5;22.1
9302C;Ebro;TUDELA (AYUNTAMIENTO);NAVARRA;615182;4657057;22.6;21.5;22.4;45.5;48.8;29.1;19.9;24.6;35.8;36.6;31.9;30.0
9304E;Ebro;CABANILLAS;NAVARRA;621734;4654421;22.2;22.1;21.4;49.9;46.9;26.9;15.2;21.1;44.0;40.1;34.8;29.0
9305;Ebro;BUÑUEL;NAVARRA;628742;4648559;20.1;19.8;19.7;41.1;38.0;23.8;20.1;17.4;36.0;33.9;29.0;24.4
9306B;Ebro;TARAZONA (CASA BLANCA);ZARAGOZA;597994;4629683;51.7;43.7;43.6;89.1;92.0;50.4;37.1;32.0;54.7;69.6;64.2;56.3
9311C;Ebro;BORJA (AYUNTAMIENTO);ZARAGOZA;622021;4632336;25.3;23.7;23.2;52.4;46.3;31.3;23.4;24.5;39.9;38.6;34.3;29.5
9321B;Ebro;EJEA DE LOS CABALLEROS (COMARCAL);ZARAGOZA;653893;4665107;23.1;25.6;24.7;47.7;43.6;32.5;20.8;21.7;40.7;51.9;42.2;37.0
9322;Ebro;BIEL;ZARAGOZA;669964;4695012;68.2;66.1;60.6;100.5;78.6;57.7;32.7;38.6;73.9;117.1;108.2;102.4
9324B;Ebro;LUNA (D.G.A.);ZARAGOZA;670677;4670338;24.0;28.1;25.1;46.1;43.8;32.2;16.4;21.0;41.4;53.5;44.0;39.4
9325A;Ebro;VALPALMAS (COOPERATIVA);ZARAGOZA;677335;4669453;28.9;29.4;30.2;57.5;52.9;38.3;19.8;23.2;45.5;59.7;54.4;43.8
9329;Ebro;UNCASTILLO;ZARAGOZA;653680;4691641;36.6;34.8;33.0;63.0;53.4;37.5;26.2;29.7;42.0;66.1;57.9;53.5
9330;Ebro;SADABA;ZARAGOZA;642292;4683254;28.8;29.6;32.0;58.6;51.0;33.5;20.1;29.0;35.1;54.7;47.5;41.2
9331F;Ebro;EL BAYO;ZARAGOZA;643319;4672228;23.1;24.8;23.5;50.1;44.1;33.1;18.6;22.3;34.5;47.9;41.6;34.9
9336L;Ebro;FUENDEJALON (D.G.A.;ZARAGOZA;627162;4624836;22.1;22.5;19.5;45.8;44.6;28.5;21.0;20.4;34.0;36.6;31.0;26.4
9336O;Ebro;POZUELO DE ARAGON;ZARAGOZA;631410;4624943;21.7;22.3;18.8;44.7;46.1;25.9;21.9;18.3;28.4;32.3;30.7;26.0
9336U;Ebro;PEDROLA;ZARAGOZA;648256;4628019;20.2;22.1;17.7;41.4;40.7;28.1;19.5;13.2;30.6;34.8;30.2;24.8
9349A;Ebro;MONREAL DE ARIZA (GRANJA);ZARAGOZA;574966;4571541;26.4;24.4;22.8;48.2;69.5;37.7;19.2;21.5;34.8;43.7;34.1;31.4
9350A;Ebro;ARIZA P F E;ZARAGOZA;579125;4574114;26.4;23.1;22.5;52.1;70.4;40.3;20.9;22.5;34.8;45.6;33.0;32.1
9354;Ebro;CETINA;ZARAGOZA;586710;4571825;19.5;19.3;17.7;40.3;53.9;31.7;18.2;20.8;26.7;35.6;27.8;25.3
9356E;Ebro;CUBILLEJO DE LA SIERRA;GUADALAJARA;603280;4526731;24.1;26.5;30.1;54.8;68.5;42.5;22.6;25.9;39.1;46.6;38.2;36.5
9358G;Ebro;TORRALBA DE LOS FRAILES;ZARAGOZA;612523;4543801;23.9;24.1;27.1;50.3;71.7;40.8;27.0;25.5;40.1;42.9;37.7;30.1
9359;Ebro;CUBEL (CASAS ALTAS);ZARAGOZA;614381;4550430;25.9;25.7;26.5;50.9;68.5;40.7;25.3;25.3;40.7;42.0;38.3;30.7
9359E;Ebro;ABANTO;ZARAGOZA;609250;4554948;32.7;24.0;25.7;50.8;67.1;40.4;22.5;23.4;34.4;43.0;36.8;34.7
9360;Ebro;MONTERDE P F E;ZARAGOZA;606255;4558852;24.7;21.9;21.7;48.5;60.9;36.9;17.8;20.6;33.3;34.7;33.4;27.8
9364E;Ebro;MILMARCOS;GUADALAJARA;594568;4548883;26.1;27.7;26.1;52.8;72.2;37.7;24.6;24.5;39.1;48.4;38.1;33.6
9366;Ebro;LA TRANQUERA (EMBALSE);ZARAGOZA;601574;4568594;21.5;21.4;21.1;44.8;55.5;34.3;18.7;23.1;33.3;35.9;29.4;26.3
9372;Ebro;CELLA;TERUEL;644930;4479802;17.3;16.6;20.1;35.9;56.9;43.6;23.4;35.9;36.5;35.6;27.7;20.4
9376I;Ebro;BUEÑA;TERUEL;646399;4508118;23.1;22.6;28.5;51.9;71.0;46.1;24.9;38.7;36.8;41.7;37.1;25.5
9377;Ebro;OJOS NEGROS;TERUEL;626570;4510530;20.1;24.5;31.5;46.7;64.1;42.6;23.8;26.3;42.0;42.2;30.1;27.4
9377E;Ebro;EL PEDREGAL;GUADALAJARA;620767;4515276;22.9;23.7;26.9;48.1;65.8;42.6;24.0;24.9;39.1;44.5;34.1;28.7
9378;Ebro;POZUEL DEL CAMPO;TERUEL;625961;4514591;18.7;21.1;24.4;45.8;68.6;46.4;22.8;27.1;42.4;42.8;31.8;26.8
9379A;Ebro;MONREAL DEL CAMPO (D.G.A.);TERUEL;639074;4516924;16.6;17.0;21.1;37.3;58.8;37.5;21.8;29.1;34.6;35.8;27.7;19.8
9380;Ebro;BAÑON;TERUEL;651129;4522498;26.3;25.4;29.1;53.1;74.3;46.8;23.9;36.7;43.7;46.0;42.2;32.4
9382E;Ebro;PANCRUDO (D.G.A.);TERUEL;666121;4514365;22.5;22.1;25.7;44.8;63.1;44.7;26.6;36.3;33.8;42.4;36.5;26.5
9390;Ebro;DAROCA I;ZARAGOZA;633492;4552680;20.6;21.9;21.7;43.9;58.4;45.3;22.1;24.2;37.2;37.6;33.9;26.5
9392;Ebro;ATEA;ZARAGOZA;621590;4557549;24.0;25.0;22.9;50.9;66.8;45.6;26.2;27.9;38.1;40.3;36.0;29.9
9394U;Ebro;CALATAYUD  AGUAS;ZARAGOZA;613230;4576447;17.7;16.2;17.7;41.1;53.6;36.1;21.5;15.8;29.6;31.3;25.9;22.5
9399;Ebro;MALANQUILLA;ZARAGOZA;593735;4602357;32.5;31.2;27.0;60.9;66.7;44.6;27.6;29.7;41.9;51.7;41.3;39.5
9405E;Ebro;MORATA DE JALON;ZARAGOZA;626905;4592222;18.8;19.2;18.4;42.9;49.9;34.4;20.0;16.5;30.6;32.1;28.7;22.6
9414;Ebro;NIGUELLA;ZARAGOZA;623066;4599621;19.1;20.1;19.1;46.8;45.6;31.3;24.7;19.0;27.8;33.4;29.6;23.9
9416A;Ebro;RICLA;ZARAGOZA;632728;4596090;20.9;19.8;20.4;50.0;52.0;37.5;22.1;18.3;32.4;40.4;29.7;25.2
9421;Ebro;PANIZA;ZARAGOZA;649698;4571739;26.7;28.6;26.5;57.9;63.8;41.0;20.2;20.6;33.4;45.8;38.1;28.9
9422;Ebro;AGUARON P F E;ZARAGOZA;640960;4577087;34.7;34.0;32.5;64.9;71.9;50.1;22.9;23.2;37.4;53.6;49.1;37.2
9423A;Ebro;CARIÑENA (COMARCAL 2);ZARAGOZA;648084;4577815;24.8;26.6;24.6;55.1;57.6;39.5;17.9;18.6;30.6;44.6;35.3;27.6
9425;Ebro;ALPARTIR;ZARAGOZA;635133;4586509;27.0;27.5;26.4;62.6;66.0;39.9;20.7;16.5;37.1;45.1;39.4;30.5
9425C;Ebro;LA ALMUNIA (LA REDONDA);ZARAGOZA;636634;4590671;22.0;22.7;21.6;51.3;55.0;37.2;17.8;15.8;33.8;42.0;31.6;25.7
9425F;Ebro;ALMONACID SIERRA COOPERATIVA;ZARAGOZA;639986;4584164;26.7;28.7;26.1;57.6;57.5;43.9;20.2;16.7;33.3;44.8;36.7;30.2
9426A;Ebro;LONGARES (2);ZARAGOZA;652629;4585068;23.4;23.1;22.1;49.5;58.3;37.7;17.5;17.2;34.1;40.8;33.7;24.5
9427A;Ebro;LA ALMUNIA DE D.GODINA (FRIGO-RIFICO);ZARAGOZA;634457;4592913;22.0;23.0;21.4;49.0;55.8;38.2;20.6;16.5;33.2;40.1;33.7;27.2
9427B;Ebro;LA ALMUNIA EITA (COMARCAL);ZARAGOZA;635002;4593510;19.6;21.0;19.6;46.7;52.5;36.2;21.0;16.4;31.8;37.5;31.5;25.8
9428E;Ebro;CALATORAO  COOPERATIVA;ZARAGOZA;640147;4596230;18.7;20.4;18.2;47.6;51.4;38.0;17.8;18.1;34.6;39.9;28.6;22.8
9434;Ebro;ZARAGOZA/AEROPUERTO;ZARAGOZA;666170;4614014;21.0;21.5;19.1;39.3;43.7;26.4;17.3;16.6;29.5;36.4;29.8;21.4
9437;Ebro;CUCALON;TERUEL;649818;4549990;30.4;30.3;27.8;55.9;69.8;50.8;23.1;30.0;44.7;47.8;42.1;37.5
9440E;Ebro;MAINAR;ZARAGOZA;642286;4561563;27.6;28.6;26.3;52.2;66.2;47.8;24.7;23.8;39.1;46.1;38.5;33.8
9442;Ebro;LAS TORCAS-EMBALSE;ZARAGOZA;660038;4573595;23.6;25.3;22.2;45.6;62.4;35.0;19.1;20.1;32.5;36.0;33.0;25.9
9442A;Ebro;AGUILON;ZARAGOZA;663484;4573486;25.5;25.7;25.1;50.3;59.4;39.8;18.7;20.0;32.1;40.6;35.6;27.9
9443U;Ebro;ZARAGOZA;ZARAGOZA;675237;4611329;20.1;20.4;17.5;36.7;42.6;22.9;16.1;14.6;23.6;37.3;28.4;20.8
9446;Ebro;SALLENT DE GALLEGO;HUESCA;718417;4739248;111.4;79.4;84.7;125.6;117.7;86.9;76.4;76.2;99.5;151.4;158.3;144.8
9446E;Ebro;SALLENT DE GALLEGO LA SARRA;HUESCA;718562;4741136;129.0;87.0;91.0;136.3;123.9;93.7;81.9;81.2;108.0;159.3;164.3;160.2
9452;Ebro;EL PUEYO DE JACA;HUESCA;720535;4734189;107.1;77.2;80.8;126.0;113.9;83.6;73.4;78.0;92.2;151.8;154.1;140.8
9453I;Ebro;ASO DE SOBREMONTE;HUESCA;716002;4723331;92.8;70.8;74.6;123.8;112.6;90.4;52.7;67.5;95.1;143.0;138.9;130.3
9454A;Ebro;BIESCAS (CENTRAL II);HUESCA;719933;4723053;94.1;75.7;68.2;113.5;107.9;79.6;56.9;72.9;89.6;132.5;132.4;137.6
9455;Ebro;YESERO;HUESCA;725274;4722206;77.2;60.4;58.4;118.5;120.7;81.7;63.1;76.9;87.7;145.8;128.0;113.6
9460;Ebro;SABIÑANIGO;HUESCA;717122;4710830;61.2;49.7;48.2;82.6;80.7;58.8;44.8;54.3;75.3;97.6;84.1;81.4
9461;Ebro;YEBRA DE BASA;HUESCA;723489;4707480;56.5;47.3;53.0;92.8;92.1;65.1;53.6;61.3;81.7;97.7;94.0;83.6
9463;Ebro;HOSTAL DE IPIES;HUESCA;713861;4701713;41.8;32.5;34.0;67.3;73.7;50.3;42.2;46.3;61.8;79.1;66.4;57.1
9465Q;Ebro;MOLINO DE VILLOBAS (D.G.A.);HUESCA;723295;4697098;44.5;33.1;36.9;69.0;79.1;49.5;41.4;43.0;66.3;74.8;68.7;61.0
9470E;Ebro;BERNUES;HUESCA;698504;4706137;45.7;40.5;41.6;75.3;74.2;54.7;33.0;45.5;61.4;83.4;74.9;67.8
9470I;Ebro;BOTAYA;HUESCA;692972;4707062;47.4;41.1;42.1;68.5;66.4;43.4;30.8;38.3;55.4;80.8;74.6;67.7
9470K;Ebro;JAVIERRELATRE;HUESCA;702759;4698139;44.0;33.9;37.9;70.2;68.8;55.8;32.0;50.5;62.9;78.6;69.8;60.3
9474;Ebro;LA PEÑA (EMBALSE);HUESCA;686091;4695206;42.3;38.9;40.1;78.3;70.7;45.4;30.8;42.8;63.7;91.4;73.6;67.8
9476;Ebro;AGUERO;HUESCA;681538;4691629;44.3;40.3;39.9;79.4;69.4;46.3;25.0;37.2;65.8;92.7;77.7;69.5
9476U;Ebro;MURILLO DE GALLEGO;ZARAGOZA;685211;4689534;40.4;34.6;38.0;72.9;66.7;45.0;27.8;34.1;59.2;83.8;72.0;65.6
9477;Ebro;LINAS DE MARCUELLO;HUESCA;689844;4687590;41.2;34.8;39.5;79.4;73.3;54.1;31.9;46.0;61.0;89.5;72.2;59.8
9478;Ebro;AYERBE;HUESCA;690579;4682485;37.8;31.1;34.0;69.7;65.1;44.9;32.4;39.5;57.9;76.2;65.2;52.8
9480F;Ebro;ALCALA DE GURREA  SAN PEDRO;HUESCA;686582;4666296;26.1;28.9;26.8;51.4;51.6;35.3;18.6;24.7;46.4;58.8;49.4;39.4
9480O;Ebro;GURREA DE GALLEGO  SAN PEDRO;HUESCA;686559;4662839;26.7;28.2;25.0;48.9;49.6;31.1;18.9;22.2;43.9;54.7;47.7;37.6
9481;Ebro;MARRACOS;ZARAGOZA;684091;4662280;25.8;27.2;25.6;49.0;50.0;33.9;18.4;24.9;45.1;55.4;48.4;38.4
9483A;Ebro;LUPIÑEN       LLORO;HUESCA;699783;4671628;31.2;26.9;29.9;55.5;54.6;39.8;20.0;30.1;51.5;62.4;55.2;43.8
9484;Ebro;ANIES;HUESCA;699658;4686504;46.8;37.1;43.4;79.4;74.0;51.6;34.3;39.9;65.4;83.6;78.3;66.9
9485;Ebro;LOARRE;HUESCA;695842;4687755;46.8;37.6;45.1;83.7;71.3;52.4;35.4;44.0;65.3;90.8;76.1;67.4
9487;Ebro;LOSCORRALES   ARTASONA;HUESCA;699660;4675977;31.6;27.5;31.0;55.4;57.2;43.9;22.3;31.6;54.2;65.8;58.1;44.6
9489;Ebro;LA SOTONERA (EMBALSE);HUESCA;692654;4664422;27.7;26.1;25.5;51.2;51.4;35.9;19.4;26.5;46.3;59.6;48.1;37.2
9489U;Ebro;GURREA DE GALLEGO D.G.A.;HUESCA;685597;4653924;24.3;23.0;23.0;45.1;46.7;29.4;17.0;20.2;38.7;48.1;40.7;32.5
9491;Ebro;ALMUDEVAR 'GRANJA';HUESCA;699947;4656074;27.2;25.2;25.6;47.3;52.2;40.4;22.5;21.3;45.4;52.4;45.6;37.8
9491U;Ebro;LA PAUL;HUESCA;683020;4650338;26.1;27.4;26.5;50.3;49.7;38.2;19.5;24.8;44.2;53.9;47.4;35.4
9495F;Ebro;LECINENA;ZARAGOZA;698550;4630259;22.8;22.4;18.7;42.8;50.1;29.7;17.9;25.6;37.3;42.4;32.3;26.2
9495G;Ebro;LECIÑENA (D.G.A.);ZARAGOZA;698090;4630154;23.7;22.9;18.8;42.6;50.0;29.1;18.4;23.6;37.9;42.0;33.2;26.9
9495U;Ebro;ZUERA         ASPASA;ZARAGOZA;685574;4638058;21.4;23.0;19.3;41.5;49.2;31.0;19.1;21.4;36.1;41.3;36.7;25.7
9496;Ebro;ZUERA (CASA PEREZ);ZARAGOZA;680461;4646816;23.8;24.4;22.4;46.1;48.7;26.3;17.9;17.8;37.0;48.2;40.5;32.7
9497;Ebro;PERDIGUERA;ZARAGOZA;696726;4625177;24.6;25.9;21.1;47.2;51.3;33.6;18.3;23.6;42.0;43.3;34.8;28.0
9498G;Ebro;ZARAGOZA (EL ZORONGO-D.G.A.);ZARAGOZA;677239;4625347;20.5;21.1;20.1;37.1;42.9;27.9;16.2;15.4;29.9;42.6;35.3;22.5
9499;Ebro;ZARAGOZA AULA DEI;ZARAGOZA;682094;4621641;21.9;22.2;19.3;42.0;49.4;25.7;16.9;16.4;34.4;41.1;33.0;24.9
9503U;Ebro;FUENTES DE EBRO;ZARAGOZA;697480;4598560;22.6;23.3;19.2;38.2;50.3;27.4;15.7;16.1;31.0;37.5;29.6;22.8
9506U;Ebro;FARLETE;ZARAGOZA;707700;4617400;22.5;21.3;19.2;40.1;47.4;26.2;16.4;21.6;40.7;42.0;33.1;25.7
9507;Ebro;MONEGRILLO;ZARAGOZA;715180;4613422;21.4;23.1;17.8;39.7;51.5;26.2;15.2;20.1;37.4;41.4;33.9;23.7
9509;Ebro;OSERA DE EBRO;ZARAGOZA;701911;4601060;19.4;20.8;16.1;35.6;48.8;22.9;13.4;14.9;27.2;37.8;28.0;19.4
9509D;Ebro;BUJARALOZ (ROZAS);ZARAGOZA;730948;4596189;25.9;22.5;20.5;42.9;49.6;29.1;15.0;22.4;38.2;44.8;33.4;28.9
9510A;Ebro;PINA DE EBRO P F E;ZARAGOZA;706293;4596245;21.8;21.1;17.8;36.0;48.7;25.1;14.8;18.4;33.3;38.6;25.2;21.4
9515;Ebro;MONEVA-EMBALSE;ZARAGOZA;681645;4561049;21.6;21.1;20.2;41.1;61.2;36.1;20.7;22.6;31.5;37.0;28.9;20.9
9518A;Ebro;HERRERA DE LOS NAVARROS (D.G.A.);ZARAGOZA;660468;4563545;26.2;27.9;27.0;54.9;67.5;42.9;24.2;25.1;36.6;44.3;38.8;31.8
9520;Ebro;LECERA;ZARAGOZA;692221;4564097;23.5;21.9;20.1;40.1;51.3;34.0;16.5;20.1;32.5;38.0;30.4;23.6
9521;Ebro;AZAILA;TERUEL;709878;4574246;22.5;19.5;15.4;34.9;41.7;23.3;14.7;15.8;31.1;35.2;26.3;24.3
9521R;Ebro;SASTAGO  LA BALSA;ZARAGOZA;726741;4582996;23.8;20.8;19.4;37.5;44.8;26.9;14.6;20.0;33.8;39.6;29.5;24.1
9532;Ebro;PALOMAR DE ARROYOS;TERUEL;689782;4516724;31.0;29.7;32.0;52.7;69.8;55.6;27.0;40.7;42.7;51.5;37.6;34.1
9537;Ebro;CUEVA FORADADA (EMBALSE);TERUEL;693928;4540101;21.7;17.3;20.4;38.8;51.9;42.9;24.5;33.2;36.2;32.4;27.4;17.6
9546A;Ebro;HIJAR (COOPERATIVA) DGA;TERUEL;714579;4560863;21.9;19.2;16.6;33.6;48.4;25.9;13.7;18.3;28.5;35.6;24.1;20.5
9547;Ebro;LA PUEBLA DE HIJAR;TERUEL;714909;4566275;21.0;19.1;16.8;32.9;44.4;26.5;15.3;18.9;30.0;35.5;24.0;21.0
9548;Ebro;JATIEL;TERUEL;718951;4566734;22.1;20.5;16.6;33.0;45.3;25.9;16.5;18.9;31.4;38.5;26.5;21.0
9550D;Ebro;ANDORRA (CENTRAL TERMICA);TERUEL;720259;4541059;24.3;21.8;21.1;42.6;58.5;38.7;17.2;29.0;37.3;40.2;30.3;23.0
9552O;Ebro;BUJARALOZ (PETRIS);ZARAGOZA;738480;4590999;24.4;21.7;18.5;38.9;49.9;25.2;15.5;19.0;34.4;36.9;30.3;26.4
9553E;Ebro;CASPE-FORCABALLES;ZARAGOZA;744166;4569790;22.3;17.4;17.5;31.0;40.6;27.7;9.9;19.4;30.2;35.5;28.8;19.2
9554A;Ebro;VILLARROYA DE LOS PINARES (D.G.A.);TERUEL;697435;4489088;27.1;28.1;29.9;49.9;70.4;54.6;30.8;43.7;45.0;53.9;39.6;30.5
9562;Ebro;MORELLA;CASTELLON;745250;4500602;43.2;37.1;39.7;63.7;70.4;50.2;30.1;45.1;52.5;77.8;50.5;42.9
9566;Ebro;CALANDA (EMBALSE);TERUEL;733714;4531349;27.6;20.0;21.1;37.8;58.6;26.2;21.6;38.9;33.8;46.8;29.8;23.9
9567;Ebro;GALLIPUEN (EMBALSE);TERUEL;717873;4528425;28.3;23.1;26.6;44.3;61.5;46.5;24.2;40.8;34.5;43.3;31.1;26.8
9567E;Ebro;ALCORISA;TERUEL;720152;4529789;28.8;22.3;26.7;47.5;64.3;42.8;24.1;42.4;35.6;45.8;32.8;27.7
9567U;Ebro;EJULVE (D.G.A.);TERUEL;705449;4516865;34.8;31.8;37.3;60.2;74.7;56.4;27.5;42.5;45.5;58.4;42.8;35.4
9571;Ebro;TORREVELILLA;TERUEL;743405;4532311;32.8;27.9;25.3;50.9;67.6;35.5;21.2;41.0;39.5;59.4;39.1;30.8
9574;Ebro;CASPE-AYUNTAMIENTO;ZARAGOZA;748097;4569336;20.6;17.4;17.6;32.0;40.9;27.2;13.1;19.2;33.1;37.4;27.6;21.8
9576;Ebro;LA ALMOLDA;ZARAGOZA;732527;4604113;22.1;21.9;17.5;43.4;51.6;29.3;15.0;21.5;33.7;37.6;30.6;24.4
9578A;Ebro;CANDASNOS(2);HUESCA;755489;4598962;20.1;19.1;19.7;38.2;51.2;29.4;17.3;25.2;41.4;44.6;30.4;24.8
9578B;Ebro;CANDASNOS (D.G.A.);HUESCA;755915;4599378;19.3;17.8;18.6;35.3;47.3;27.5;12.5;22.2;35.0;41.9;28.7;23.9
9579;Ebro;MEQUINENZA;ZARAGOZA;772251;4589814;24.9;19.7;27.9;45.8;55.2;33.1;8.7;26.0;38.5;51.2;35.3;30.3
9649;Ebro;PONTS;LLEIDA;848072;4650306;31.2;17.9;27.2;51.5;57.8;38.8;19.4;44.4;57.9;52.2;44.9;35.9
9650;Ebro;ARTESA DE SEGRE;LLEIDA;835644;4646028;31.3;21.5;31.3;54.4;54.4;40.4;18.2;44.0;64.5;54.4;49.2;40.0
9651U;Ebro;ARTESA DE SEGRE (BALDOMAR);LLEIDA;832802;4648491;32.4;22.3;30.5;59.0;61.6;38.1;19.2;40.4;61.5;53.9;50.3;42.4
9686;Ebro;GERRI DE LA SAL;LLEIDA;835323;4693908;37.0;25.8;34.9;71.1;76.8;60.1;46.0;53.8;71.0;61.6;62.0;47.7
9712O;Ebro;GUISSONA (FLOREJACS);LLEIDA;855380;4633905;28.0;17.3;26.3;43.1;52.0;38.5;18.4;35.3;52.2;49.2;37.4;30.1
9713;Ebro;AGRAMUNT;LLEIDA;840588;4634420;29.0;17.4;26.3;45.6;52.0;33.0;13.0;33.7;48.2;47.5;38.2;30.9
9714;Ebro;MONTGAI;LLEIDA;829424;4635164;24.8;17.8;24.9;46.9;47.1;28.2;13.0;27.6;43.7;46.8;39.2;31.1
9714I;Ebro;LA SENTIU DE SIO (SIFO DE SIO);LLEIDA;818327;4635030;34.2;19.9;30.8;51.0;51.3;32.9;15.3;29.3;50.2;60.3;51.5;32.9
9717;Ebro;CERVERA;LLEIDA;855921;4622118;30.1;18.1;28.3;42.9;51.6;40.7;14.3;30.2;52.8;54.6;39.0;31.8
9717A;Ebro;CERVERA (BOMBERS);LLEIDA;855324;4621531;28.9;17.0;27.3;41.0;52.2;38.8;17.1;30.3;50.4;56.0;37.4;31.9
9718;Ebro;GRANYANELLA (TORDERA);LLEIDA;851406;4622915;28.2;18.0;27.3;43.2;49.6;37.7;15.3;28.8;48.9;54.0;38.8;31.2
9718C;Ebro;ELS PLANS DE SIO (EL CANOS);LLEIDA;849983;4624051;25.1;16.0;23.6;40.0;45.8;34.4;15.0;28.3;42.9;47.3;35.3;27.5
9726;Ebro;VALLBONA DE LES MONJES (ROCALLAURA);LLEIDA;846130;4603456;23.8;19.9;24.1;40.5;48.7;32.1;10.0;28.5;46.9;55.4;42.7;30.9
9726O;Ebro;CIUTADILLA;LLEIDA;845096;4609497;23.9;15.1;24.1;38.7;44.9;33.8;10.2;29.8;45.1;54.0;39.2;28.0
9727I;Ebro;BELLPUIG;LLEIDA;833956;4616360;25.7;16.1;22.3;39.9;48.5;33.4;12.6;28.2;42.8;51.1;37.0;26.4
9727U;Ebro;VILANOVA DE BELLPUIG (C U);LLEIDA;830147;4612938;24.9;17.7;21.5;41.8;46.8;32.4;11.0;25.6;40.9;46.7;39.3;23.6
9729;Ebro;MOLLERUSSA (IES AGRARIA L'URGELL);LLEIDA;822296;4614684;25.5;15.2;23.1;43.7;50.5;30.8;11.3;20.2;43.7;49.2;38.6;27.0
9729A;Ebro;MOLLERUSSA 'CANAL D'URGELL';LLEIDA;824040;4616122;24.0;14.6;20.8;38.9;44.3;28.4;11.2;20.1;39.9;42.2;36.0;24.3
9729E;Ebro;EL PALAU D(ANGLESOLA )ESCARABAT);LLEIDA;822351;4619632;19.8;14.4;19.4;39.1;42.3;25.9;9.7;19.7;42.1;40.8;34.1;22.2
9729I;Ebro;LINYOLA;LLEIDA;824472;4625013;24.2;17.1;25.1;40.8;46.3;31.9;11.4;26.2;44.5;43.7;41.7;27.4
9756;Ebro;BENABARRE (COMARCAL);HUESCA;787838;4668342;37.2;28.7;35.7;69.4;78.3;47.3;28.8;44.7;65.4;71.2;56.2;51.5
9766;Ebro;ELS OMELLONS;LLEIDA;830552;4602106;25.4;16.4;21.2;38.7;49.0;27.6;7.6;28.3;44.6;49.7;37.0;27.1
9766E;Ebro;ARBECA;LLEIDA;827839;4606557;25.5;17.1;21.6;41.0;48.5;28.8;9.3;27.0;40.2;46.6;38.2;26.4
9767E;Ebro;TORREGROSA;LLEIDA;819422;4610444;21.4;16.8;16.7;35.7;42.4;26.2;8.5;17.7;34.7;47.6;36.4;23.3
9768;Ebro;JUNEDA;LLEIDA;818957;4606807;23.5;15.1;20.5;38.5;42.6;28.8;10.4;20.9;36.9;48.0;34.9;22.8
9768B;Ebro;CASTELLDANS;LLEIDA;814665;4600869;26.9;19.1;24.8;42.5;51.5;34.9;13.6;26.9;42.5;51.8;36.8;28.8
